[07-Nov-2025 21:49:13 UTC] PHP Warning:  Undefined array key "editor_post_id" in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\elementor\modules\history\revisions-manager.php on line 363
[07-Nov-2025 23:30:52 UTC] [Image Optimizer]: info in ImageOptimization\Modules\Optimization\Classes\Optimize_Image->optimize(): Start optimization of 1021
[07-Nov-2025 23:30:52 UTC] [Image Optimizer]: info in ImageOptimization\Modules\Optimization\Classes\Optimize_Image->optimize(): Size `full` is already optimized
[07-Nov-2025 23:30:52 UTC] [Image Optimizer]: info in ImageOptimization\Modules\Optimization\Classes\Optimize_Image->optimize(): Size `medium` is already optimized
[07-Nov-2025 23:30:52 UTC] [Image Optimizer]: info in ImageOptimization\Modules\Optimization\Classes\Optimize_Image->optimize(): Size `large` is already optimized
[07-Nov-2025 23:30:52 UTC] [Image Optimizer]: info in ImageOptimization\Modules\Optimization\Classes\Optimize_Image->optimize(): Size `thumbnail` is already optimized
[07-Nov-2025 23:30:52 UTC] [Image Optimizer]: info in ImageOptimization\Modules\Optimization\Classes\Optimize_Image->optimize(): Size `medium_large` is already optimized
[09-Nov-2025 22:27:02 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:02 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:02 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:02 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:02 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:02 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:02 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
[09-Nov-2025 22:27:06 UTC] PHP Warning:  mkdir(): No such file or directory in C:\Users\alexa\Local Sites\cabinet-veterinar-pet\app\public\wp-content\plugins\staticpress2019\includes\infrastructure\class-static-press-file-system-operator.php on line 29
